LIDNUM,LAT,LONG,TIMEUNIT,NUMBER OF FIRST OCCURRENCES,NUMBER OF LAST OCCURRENCES,NUMBER OF OCCURRENCES,PROPORTION OF FIRST OCCURRENCES,PROPORTION OF LAST OCCURRENCES,OCCURRENCES IN FOCAL AREA (t-1),UNWEIGHTED OCCURRENCES IN FOCAL AREA (t-1),OCCURRENCES IN FOCAL AREA (t+1),UNWEIGHTED OCCURRENCES IN FOCAL AREA (t+1),FIRST OCCURRENCES IN FOCAL AREA (t),LAST OCCURRENCES IN FOCAL AREA (t),OCCURRENCES IN FOCAL AREA (t),UNWEIGHTED OCCURRENCES IN FOCAL AREA (t),PROPORTION OF FIRST OCCURRENCES IN FOCAL AREA (t),PROPORTION OF LAST OCCURRENCES IN FOCAL AREA (t),HYP1,HYP2,HYP3,LOP0,LOP1,LOP2,MEAN HYP,MEAN LOP,MAT,MAP,NPP,EXPECTED PROPORTION OF FIRST OCCURRENCES,EXPECTED PROPORTION OF LAST OCCURRENCES,NUMBER IMMIGRANT AND RESIDENT,NUMBER EMIGRANT AND RESIDENT,OCCURRENCES IMMIGRATION (t-1),OCCURRENCES IMMIGRATION (t),NUMBER IMMIGRANTS,NUMBER IMMIGRANTS (LOCALITY),OCCURRENCES EMIGRATION (t+1),OCCURRENCES EMIGRATION (t),NUMBER EMIGRANTS,NUMBER EMIGRANTS (LOCALITY),EXPECTED PROPORTION OF EMIGRATION,EXPECTED PROPORTION OF IMMIGRATION,SIGNIFICANCE FIRST,SIGNIFICANCE LAST,SIGNIFICANCE EMIGRATION,SIGNIFICANCE IMMIGRATION
28586,41.5326,1.7889,MN7-8,5.0,0.0,9.0,0.5555555555555556,0.0,198.88225434412757,505.0,513.4203068594544,623.0,122.27053528196205,72.84131560670086,425.62026477389634,620.0,0.2872761130086609,0.17114155888558688,107.62251298812171,1.445498974535433,0.4616229939608781,62.00200844785302,21.47472093257109,28.600450682717675,1.0216265211090625,0.7019771754935514,21.17881888641692,1703.402258183371,1914.2654715638928,0.2658104278873645,0.15226855307641887,4.0,9.0,178.23514999290015,303.34972949193434,37.179718237348006,1.0,411.5057295377222,352.77894916719544,22.95881923625452,2.0,0.08140770975968786,0.22248333141105595,0.17142691006124233,0.1547791549031644,0.8915514920078969,0.9999971880851859
28587,41.5326,1.7889,MN7-8,3.0,5.0,14.0,0.21428571428571427,0.35714285714285715,198.88225434412757,505.0,513.4203068594544,623.0,122.27053528196205,72.84131560670086,425.62026477389634,620.0,0.2872761130086609,0.17114155888558688,107.62251298812171,1.445498974535433,0.4616229939608781,62.00200844785302,21.47472093257109,28.600450682717675,1.0216265211090625,0.7019771754935514,21.17881888641692,1703.402258183371,1914.2654715638928,0.2658104278873645,0.15226855307641887,11.0,9.0,178.23514999290015,303.34972949193434,37.179718237348006,0.0,411.5057295377222,352.77894916719544,22.95881923625452,0.0,0.08140770975968786,0.22248333141105595,0.17142691006124233,0.1547791549031644,0.8915514920078969,0.9999971880851859
28244,41.534164399999995,1.7659521,MN7-8,1.0,0.0,1.0,1.0,0.0,200.30929588942607,505.0,512.6428202995106,623.0,122.20581536590359,72.93746253281044,425.8668975116066,620.0,0.2869577703267556,0.1712682130472998,107.81413516388204,1.4547423701626017,0.4653597956661592,62.13437228561003,21.521563218635944,28.653429583872253,1.0217385386689068,0.7018864573273249,21.182641754715053,1703.4341085579758,1914.3260671705234,0.2650527916931793,0.15241090998865742,0.0,1.0,179.5215094429493,303.66108214570306,37.18868102379688,0.0,410.9230712838942,352.9294349787964,22.97485227520945,0.0,0.0816333916356197,0.2214529328840193,0.16604459011756953,0.15500050797189183,0.8941173583974013,0.9999967064152815
28245,41.534164399999995,1.7659521,MN7-8,1.0,1.0,1.0,1.0,1.0,200.30929588942607,505.0,512.6428202995106,623.0,122.20581536590359,72.93746253281044,425.8668975116066,620.0,0.2869577703267556,0.1712682130472998,107.81413516388204,1.4547423701626017,0.4653597956661592,62.13437228561003,21.521563218635944,28.653429583872253,1.0217385386689068,0.7018864573273249,21.182641754715053,1703.4341085579758,1914.3260671705234,0.2650527916931793,0.15241090998865742,0.0,0.0,179.5215094429493,303.66108214570306,37.18868102379688,0.0,410.9230712838942,352.9294349787964,22.97485227520945,0.0,0.0816333916356197,0.2214529328840193,0.16604459011756953,0.15500050797189183,0.8941173583974013,0.9999967064152815
28246,41.534164399999995,1.7659521,MN7-8,1.0,0.0,1.0,1.0,0.0,200.30929588942607,505.0,512.6428202995106,623.0,122.20581536590359,72.93746253281044,425.8668975116066,620.0,0.2869577703267556,0.1712682130472998,107.81413516388204,1.4547423701626017,0.4653597956661592,62.13437228561003,21.521563218635944,28.653429583872253,1.0217385386689068,0.7018864573273249,21.182641754715053,1703.4341085579758,1914.3260671705234,0.2650527916931793,0.15241090998865742,0.0,1.0,179.5215094429493,303.66108214570306,37.18868102379688,0.0,410.9230712838942,352.9294349787964,22.97485227520945,0.0,0.0816333916356197,0.2214529328840193,0.16604459011756953,0.15500050797189183,0.8941173583974013,0.9999967064152815
28260,41.530754200000004,1.6796126,MQ19,1.0,7.0,12.0,0.08333333333333333,0.5833333333333334,31.37711806422022,118.0,0.0,0.0,11.631788630432837,80.93428610340528,100.50812871344992,358.0,0.11572982980904188,0.8052511487319604,12.622784273666827,10.64884754175519,21.21514261855628,5.797721669988503,4.413995966241981,34.614363228807164,2.1931441075288824,1.6428543607365496,13.729744229411182,411.98204818364167,575.7791517782242,0.3503267427819675,0.3322193738105386,11.0,5.0,19.26761890402334,88.8763400830171,53.80398311661935,7.0,,,,,,0.4575815444517334,0.9999999813608044,2.570414552728711e-22,,0.0036012965348094
27566,41.534906799999995,-0.5587310999999999,MN2,0.0,0.0,1.0,0.0,0.0,21.791847727541644,53.0,400.1950658973056,678.0,109.73483185576193,52.88075882149312,147.14353345333632,272.0,0.7457672741735684,0.3593821459932741,18.867568317675435,0.0,0.0,6.729178167597464,3.820010807331105,8.815697597379136,1.0,1.1077475678460955,10.695536047062994,1363.469415922711,1497.3438634390295,0.35845179721674025,0.20277507721302115,1.0,1.0,18.65185226805275,37.408701597574456,6.123135577343729,0.0,277.6036050965886,94.26277463184329,18.38373629923543,1.0,0.1668646820900787,0.4832643321083454,1.2322776539144214e-21,7.830633777664464e-06,0.26933493475997805,0.9999908997347899
20859,38.5,23.5,MN12,0.0,0.0,4.0,0.0,0.0,58.742331487281255,158.0,122.68086946361241,317.0,36.376640553274854,46.234540921560296,304.07949780955687,633.0,0.11962871819808553,0.1520475443251248,99.62800197160057,79.0772112387488,35.18298526337209,38.21215438954696,27.604283572248807,143.76188250891022,1.6986976506039146,1.5036290389306586,10.400938701174491,735.3365529475602,871.5486769893002,0.34223286253325524,0.2656893657347241,4.0,4.0,55.529803788630744,267.7028572562821,60.26290016064237,0.0,95.05338014102536,257.84495688799655,33.29951964996512,0.0,0.32906751647806515,0.3383861091815424,0.9999999999999999,0.9999992639652977,0.9999999999999614,0.9999807234661277
21650,48.433,12.367,MN7-8,0.0,0.0,1.0,0.0,0.0,330.34036889596644,606.0,172.74156509666096,412.0,64.17387896336604,89.10425987616662,358.92039738564597,657.0,0.17879696843869727,0.2482563279356552,65.01294533407287,3.0814210303415352,0.3783103178955029,35.82887180407158,13.505256797046671,19.449465294691404,1.0560521634628042,0.7618704464004749,20.150571651134765,1637.7320910991825,1841.2791417500935,0.19918961076488484,0.24421165943129075,1.0,1.0,276.95877847924635,294.74651842228,56.5589168422456,0.0,135.9739494776388,269.81613750947946,65.59876604139852,0.0,0.2822103689590235,0.16169523728688062,0.8495784128441994,0.44937503111308513,0.9341668187693382,0.09394505357571246
20132,43.0,11.1,MN12,0.0,1.0,1.0,0.0,1.0,20.68653929491859,34.0,54.31308781415937,92.0,4.172931111015469,17.365198929900473,25.187569887358645,53.0,0.16567422461465073,0.6894352653931838,10.222233550421638,0.06292866972817,6.3668054138222026,6.689654902351112,0.06292866972817,10.22509317619682,1.7684701158838492,1.2082404045185209,18.778053445782238,960.5428835028696,1158.6140335405646,0.35370003326972993,0.32288142740242576,1.0,0.0,18.34426060788124,21.014638776343176,0.6922153670098701,0.0,26.070652365445767,7.822370957458173,1.4584251694111547,0.0,0.4394363123644315,0.4915862719653574,0.9895880328905458,0.00017823396284737846,0.9696673074540156,0.999999802192799
27877,48.84025250000001,11.223457699999999,MN5,0.0,0.0,3.0,0.0,0.0,366.3401219606842,569.0,357.76444745372237,600.0,86.27363305639273,63.73887006800994,690.973573431809,1032.0,0.12485807905489595,0.0922450185054729,148.97518186033227,5.846647076161085,0.0,65.73415918035982,29.41954671163761,59.66812304449593,1.0377637127549977,0.9608192450797608,14.904576184516973,1474.2288217211456,1639.201456118908,0.19374109051674773,0.16452981568505418,3.0,3.0,313.97699918861895,604.6999403754164,54.633236113278656,0.0,347.8691865342753,627.2347033637993,104.32820455358367,2.0,0.09955558478351716,0.08276136380170743,0.9999994535947191,0.9999999860729955,1.6311410438298345e-07,0.2688422084402348
20079,48.05,1.85,MN4,6.0,0.0,12.0,0.5,0.0,320.1948294695991,642.0,532.2454892053975,953.0,33.99327428929817,18.822049838538305,141.91444848840308,470.0,0.23953356864911485,0.1326295527976237,55.15517643528159,2.4548996906214,0.10145512481011712,22.652706402693912,23.91872846416851,11.140096383850508,1.0460533602668671,0.8005145632190936,19.04262083488351,1608.6282509066227,1803.9889128390244,0.1969135259392012,0.17106189955064868,6.0,12.0,223.1071085490052,107.92117419910488,8.635596904435806,2.0,428.59567104201517,123.0923986498647,13.224413846430116,0.0,0.08184859411754125,0.2580052315257099,0.12206367692325786,0.9114274497786242,0.18839221731884195,0.9999994219661251
20199,48.5667,11.5333,MN5,2.0,1.0,16.0,0.125,0.0625,363.989265771529,569.0,366.00168375758386,600.0,88.61876808139961,63.442577744096525,700.0901710736803,1032.0,0.12658193436067114,0.09062058055578613,151.67488678297525,5.909713972812767,0.0,67.22953206793183,29.557913501321703,60.79715518653462,1.037501849447657,0.9591814374593264,14.94207144214857,1475.7447064287269,1640.990520936779,0.1950342106031527,0.16197963706207474,14.0,15.0,313.2416733704091,611.4714029922802,55.77590883947761,1.0,355.4653944956468,636.6475933295835,105.111141125845,1.0,0.09567525793888383,0.08199289559377318,0.9999994083576478,0.999999986276042,3.049296304490726e-08,0.22170030648303063
28013,35.2286111111111,33.639166666666696,MQ18,2.0,2.0,2.0,1.0,1.0,0.0767101470149962,2.0,0.0,0.0,12.125134937537098,8.029660856586688,19.541074510816625,52.0,0.6204947906434438,0.4109119410062127,1.045870738343715,1.9252505231452823,3.563695518771305,3.8107516017078575,0.0,4.276568262906875,2.3852938598115214,1.0575983971200589,31.07133549768553,835.9801171395198,1128.1396313851492,0.36653717719570383,0.3430077526634729,0.0,0.0,0.0383550735074981,7.415939573279528,7.415939573279528,0.0,0.0,11.511413654229939,11.511413654229939,0.0,0.4731979354366615,0.5172832298129532,0.019859562958481757,0.33942229915715094,0.0001816702125785293,0.007534025830828165
